Round,Company Name,Eligibility,Required Activity,Submitted Activity,Requested Commitment,Processed Activity,Commitment,Eligibility Next Round,Activity Rule
61,Indigitel,8,8,8,28000,8,24000,8,1
61,Brooke Telecom,0,0,0,0,0,0,0,1
61,Cooptel,32,32,32,2424000,32,2312000,32,1
61,Kingston Online,0,0,0,0,0,0,0,1
61,NWIC,12,12,12,48000,12,42000,12,1
61,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
61,SaskTel,1040,1040,1040,9675000,1040,9365000,1040,1
61,ABC Internet,72,72,72,276000,72,250000,72,1
61,Ecotel,85,85,84,340300,85,312200,85,1
61,MPVWIFI,1,1,1,3300,1,3000,1,1
61,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
61,Elite General,43456,43456,27602,146355000,43456,184114400,43456,1
61,TELUS,111467,111467,111462,643569600,111462,589921300,111462,1
61,City West,150,150,150,428500,150,380700,150,1
61,Tbaytel,34,34,34,153000,34,151500,34,1
61,Vidéotron,78910,78910,78910,334349100,78910,305528400,78910,1
61,Sogetel,728,728,728,10563000,728,4903000,728,1
61,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
61,Bell,72673,72673,72673,448515000,72673,411913300,72673,1
62,Huron Tel,80,80,60,1772000,80,2032000,80,1
62,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
62,Rogers,56937,56937,56937,488127100,56937,448563100,56937,1
62,Indigitel,8,8,8,28000,8,24000,8,1
62,Brooke Telecom,0,0,0,0,0,0,0,1
62,Cooptel,32,32,32,2548000,32,2436000,32,1
62,Kingston Online,0,0,0,0,0,0,0,1
62,NWIC,12,12,12,48000,12,42000,12,1
62,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
62,SaskTel,1040,1040,1040,10320000,1040,10010000,1040,1
62,ABC Internet,72,72,72,276000,72,250000,72,1
62,Ecotel,85,85,84,347500,85,319400,85,1
62,MPVWIFI,1,1,1,3300,1,3000,1,1
62,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
62,Elite General,43456,43456,27502,146322000,43356,184081400,43356,1
62,TELUS,111462,111462,111462,649491600,111462,595843300,111462,1
62,City West,150,150,150,428500,150,380700,150,1
62,Tbaytel,34,34,34,169700,34,168200,34,1
62,Vidéotron,78910,78910,78910,336216100,78910,307395400,78910,1
62,Sogetel,728,728,568,5727000,718,4390000,718,1
62,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
62,Bell,72673,72673,72673,453496100,72673,416894400,72673,1
63,Huron Tel,80,80,60,1772000,80,2032000,80,1
63,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
63,Rogers,56937,56937,56902,489951500,56927,450715500,56927,1
63,Indigitel,8,8,8,28000,8,24000,8,1
63,Brooke Telecom,0,0,0,0,0,0,0,1
63,Cooptel,32,32,27,2316000,32,2436000,32,1
63,Kingston Online,0,0,0,0,0,0,0,1
63,NWIC,12,12,12,48000,12,42000,12,1
63,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
63,SaskTel,1040,1040,1040,11030000,1040,10010000,1040,1
63,ABC Internet,72,72,72,276000,72,250000,72,1
63,Ecotel,85,85,84,355100,85,327800,85,1
63,MPVWIFI,1,1,1,3300,1,3000,1,1
63,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
63,Elite General,43356,43356,27506,148363000,43356,185710400,43356,1
63,TELUS,111462,111462,111402,650029600,111402,595909300,111402,1
63,City West,150,150,150,428500,150,380700,150,1
63,Tbaytel,34,34,34,188000,34,186500,34,1
63,Vidéotron,78910,78910,78815,332598100,78855,304445400,78855,1
63,Sogetel,718,718,568,5994000,718,4390000,718,1
63,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
63,Bell,72673,72673,72673,458970200,72673,421861300,72673,1
64,Huron Tel,80,80,60,1772000,80,2032000,80,1
64,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
64,Rogers,56927,56927,56927,496148100,56927,451997100,56927,1
64,Indigitel,8,8,8,28000,8,24000,8,1
64,Brooke Telecom,0,0,0,0,0,0,0,1
64,Cooptel,32,32,27,2316000,32,2436000,32,1
64,Kingston Online,0,0,0,0,0,0,0,1
64,NWIC,12,12,12,48000,12,42000,12,1
64,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
64,SaskTel,1040,1040,1040,11030000,1040,10010000,1040,1
64,ABC Internet,72,72,0,0,72,250000,72,1
64,Ecotel,85,85,84,365700,85,338400,85,1
64,MPVWIFI,1,1,1,3300,1,3000,1,1
64,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
64,Elite General,43356,43356,27506,150154000,43356,185710400,43356,1
64,TELUS,111402,111402,111402,656071600,111402,597772300,111402,1
64,City West,150,150,150,428500,150,380700,150,1
64,Tbaytel,34,34,34,214000,34,212500,34,1
64,Vidéotron,78855,78855,78765,332294100,78805,303544400,78805,1
64,Sogetel,718,718,513,3820000,718,4390000,718,1
64,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
64,Bell,72673,72673,72673,464428100,72673,423140200,72673,1
65,Huron Tel,80,80,60,1772000,80,2032000,80,1
65,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
65,Rogers,56927,56927,56927,497555900,56927,453404900,56927,1
65,Indigitel,8,8,8,28000,8,24000,8,1
65,Brooke Telecom,0,0,0,0,0,0,0,1
65,Cooptel,32,32,24,2013000,32,2436000,32,1
65,Kingston Online,0,0,0,0,0,0,0,1
65,NWIC,12,12,12,48000,12,42000,12,1
65,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
65,SaskTel,1040,1040,1040,11030000,1040,10010000,1040,1
65,ABC Internet,72,72,72,276000,72,250000,72,1
65,Ecotel,85,85,84,376500,85,349200,85,1
65,MPVWIFI,1,1,1,3300,1,3000,1,1
65,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
65,Elite General,43356,43356,27506,150154000,43356,185710400,43356,1
65,TELUS,111402,111402,111401,658110200,111401,599810900,111401,1
65,City West,150,150,150,428500,150,380700,150,1
65,Tbaytel,34,34,34,240500,34,239000,34,1
65,Vidéotron,78805,78805,78765,333289100,78805,304539400,78805,1
65,Sogetel,718,718,513,3820000,718,4390000,718,1
65,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
65,Bell,72673,72673,72673,465833300,72673,424545400,72673,1
66,Huron Tel,80,80,60,1772000,80,2032000,80,1
66,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
66,Rogers,56927,56927,56927,499105300,56927,454953100,56927,1
66,Indigitel,8,8,8,28000,8,24000,8,1
66,Brooke Telecom,0,0,0,0,0,0,0,1
66,Cooptel,32,32,24,2013000,32,2436000,32,1
66,Kingston Online,0,0,0,0,0,0,0,1
66,NWIC,12,12,12,48000,12,42000,12,1
66,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
66,SaskTel,1040,1040,1040,11030000,1040,10010000,1040,1
66,ABC Internet,72,72,72,276000,72,250000,72,1
66,Ecotel,85,85,80,339900,81,311400,81,1
66,MPVWIFI,1,1,1,3300,1,3000,1,1
66,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
66,Elite General,43356,43356,27506,150154000,43356,185710400,43356,1
66,TELUS,111401,111401,111351,657956600,111351,599651900,111351,1
66,City West,150,150,150,428500,150,380700,150,1
66,Tbaytel,34,34,34,270500,34,269000,34,1
66,Vidéotron,78805,78805,78765,334384100,78805,305634400,78805,1
66,Sogetel,718,718,513,3820000,718,4390000,718,1
66,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
66,Bell,72673,72673,72673,467381300,72673,426089200,72673,1
67,Huron Tel,80,80,60,1772000,80,2032000,N/A,1
67,NE&W SPC,1354,1354,1009,13419000,1354,17621000,N/A,1
67,Rogers,56927,56927,56927,500812300,56927,456660100,N/A,1
67,Indigitel,8,8,8,28000,8,24000,N/A,1
67,Brooke Telecom,0,0,0,0,0,0,N/A,1
67,Cooptel,32,32,24,2013000,32,2436000,N/A,1
67,Kingston Online,0,0,0,0,0,0,N/A,1
67,NWIC,12,12,12,48000,12,42000,N/A,1
67,Bruce Telecom,40,40,40,1304000,40,1184000,N/A,1
67,SaskTel,1040,1040,1040,11030000,1040,10010000,N/A,1
67,ABC Internet,72,72,72,276000,72,250000,N/A,1
67,Ecotel,81,81,80,346900,81,318400,N/A,1
67,MPVWIFI,1,1,1,3300,1,3000,N/A,1
67,Bragg,3018,3018,3018,10884800,3018,9826900,N/A,1
67,Elite General,43356,43356,27506,150154000,43356,185710400,N/A,1
67,TELUS,111351,111351,111347,660139600,111347,601834900,N/A,1
67,City West,150,150,150,428500,150,380700,N/A,1
67,Tbaytel,34,34,34,305500,34,304000,N/A,1
67,Vidéotron,78805,78805,78615,327651100,78655,298901400,N/A,1
67,Sogetel,718,718,713,4467000,718,4390000,N/A,1
67,Novus,2110,2110,2110,6971000,2110,6337000,N/A,1
67,Bell,72673,72673,72673,469083300,72673,427791200,N/A,1
